"stateroute","scale","focal_rte","trend_tmax","trend_tmin","cwm_all","cwm_core"
2010,24,2010,0.0299452396568932,0.0629827203088257,7.88572588353881,8.52659029816344
2010,25,2010,0.0292673575012427,0.0625755164746706,7.88120694322379,8.52733093143314
2017,1,2017,0.0283304270822023,0.0869947234950256,8.63096029757249,9.26092731713878
2017,2,2017,0.0283304270822023,0.0869947234950256,8.3224136081593,8.73298813470761
2017,3,2017,0.0404797403376794,0.0615028725694305,8.39157207911157,8.77562285812031
2017,4,2017,0.0500418240925001,0.0649510753217687,8.2558366618802,8.67273867144026
2017,5,2017,0.0543444308047802,0.0568216485501315,8.25557660721306,8.70681294650412
2017,6,2017,0.0543444308047802,0.0568216485501315,8.05461002463326,8.56471067741498
2017,7,2017,0.0543444308047802,0.0568216485501315,8.09141061743467,8.60879454749942
2017,8,2017,0.0518910300926285,0.0610220563954847,8.12872407006046,8.66527701213957
2017,9,2017,0.0518910300926285,0.0610220563954847,8.12375003854552,8.65957256185038
2017,10,2017,0.0441456461672629,0.0640341071913821,7.76914456311437,8.39968944732565
2017,11,2017,0.040191395461031,0.0686273017449034,7.84927188621105,8.49813368350902
2017,12,2017,0.0410157324906336,0.0685899914823656,7.85916463511698,8.53047945088478
2017,13,2017,0.0410157324906336,0.0685899914823656,7.72715984289877,8.42348134723756
2017,14,2017,0.0414171558297245,0.0659647493109908,7.56057391105285,8.2781111679045
2017,15,2017,0.0396681689812889,0.064612326413216,7.48734522072064,8.17212882894379
2017,16,2017,0.0396681689812889,0.064612326413216,7.61205350947084,8.37457540416497
2017,17,2017,0.0415919945521969,0.0640788027510044,7.55127343079443,8.31975140520089
2017,18,2017,0.0415919945521969,0.0640788027510044,7.53152043597001,8.2624740603408
2017,19,2017,0.0415919945521969,0.0640788027510044,7.53062035777289,8.25537596484126
2017,20,2017,0.0415919945521969,0.0640788027510044,7.52537685114536,8.2425687024729
2017,21,2017,0.0415919945521969,0.0640788027510044,7.55471074747848,8.28242369457818
2017,22,2017,0.0411756573020583,0.062872903983682,7.43110476824463,8.1933541512086
2017,23,2017,0.0395158939054757,0.0608796061276598,7.34804095313783,8.10771461544146
2017,24,2017,0.0361861031931066,0.0609490421628176,7.39235075695041,8.15944927555898
2017,25,2017,0.0345383556471935,0.0611553942333888,7.41287122016799,8.17680024391821
2019,1,2019,0.0327266414212737,0.0480558708295765,8.52333647535787,9.09902337620411
2019,2,2019,0.0311815657457028,0.0505189954156287,7.97844936226561,8.41625768133978
2019,3,2019,0.0278815442968709,0.0419489196030414,7.98885811355055,8.55169768511924
2019,4,2019,0.0278815442968709,0.0419489196030414,7.86468821195549,8.38921430003519
2019,5,2019,0.0278815442968709,0.0419489196030414,7.78646474293207,8.225798368183
2019,6,2019,0.0279727909711545,0.046532574830142,7.64434174328582,8.04566260349183
2019,7,2019,0.0312366380404463,0.0446753663936396,7.6560656498058,8.07187445644211
2019,8,2019,0.029081936699119,0.0405217681269634,7.59430664171367,8.01643557950951
2019,9,2019,0.029081936699119,0.0405217681269634,7.61098394724662,8.00764756854107
2019,10,2019,0.0313981266098928,0.0410658013933114,7.74472623437086,8.20337211773275
2019,11,2019,0.0321196551785461,0.0424888486209379,7.74046474678887,8.19934110044089
2019,12,2019,0.0321196551785461,0.0424888486209379,7.77861107395844,8.24700083327788
2019,13,2019,0.029390385801317,0.0405309816427454,7.73310890069536,8.21241406687571
2019,14,2019,0.0299460460220255,0.0422157248082466,7.71699895929336,8.18986980464981
2019,15,2019,0.0299460460220255,0.0422157248082466,7.70649796931678,8.22350025840471
2019,16,2019,0.0299460460220255,0.0422157248082466,7.67330506183175,8.18647395830423
2019,17,2019,0.0297347064276529,0.0387990740494925,7.65990586056825,8.20109865036035
2019,18,2019,0.0294153501933958,0.0382001687099256,7.60939463211539,8.19514966861506
2019,19,2019,0.0294153501933958,0.0382001687099256,7.64748127913341,8.23308776500621
2019,20,2019,0.0294963575517997,0.0389405177599956,7.61399109303751,8.17474529261116
2019,21,2019,0.0294963575517997,0.0389405177599956,7.60477746292313,8.17916968438449
2019,22,2019,0.0294213837602188,0.0366005364773865,7.60782789318151,8.18454914814251
2019,23,2019,0.0300940382743046,0.0364137280703762,7.62627734828687,8.2014347977441
2019,24,2019,0.0300940382743046,0.0364137280703762,7.56979930254622,8.13675459753113
2019,25,2019,0.0303221520467486,0.0360411916070897,7.57478075566237,8.13427842660504
2020,1,2020,NA,NA,8.69108467067351,9.34150236457268
2020,2,2020,0.0349469880084003,0.0573784132977533,8.37521964091587,8.8999387961834
2020,3,2020,0.0212516093959396,0.0411232295574805,8.01366034657949,8.52222480668547
2020,4,2020,0.0243238882148446,0.0433570551585982,7.78651052902557,8.25150275566124
2020,5,2020,0.0228200236592538,0.0374562355673443,7.69220965805378,8.11737830328665
2020,6,2020,0.0228200236592538,0.0374562355673443,7.65450514274044,8.07299116699982
2020,7,2020,0.0225123192072442,0.0349267420494487,7.73520039028243,8.24479463035411
2020,8,2020,0.0236996810177255,0.0379359717081542,7.64155551524868,8.05603873574782
2020,9,2020,0.0249892467896604,0.039381671582643,7.65112941921039,8.07002550459159
2020,10,2020,0.0249892467896604,0.039381671582643,7.61565178819707,8.02633151433274
2020,11,2020,0.0260835732701308,0.0382656057170358,7.63655740236207,8.06057580755902
2020,12,2020,0.0260835732701308,0.0382656057170358,7.69077390634947,8.12279592436562
2020,13,2020,0.0275755319591723,0.0377692506787248,7.76191011070859,8.19233992570806
2020,14,2020,0.0275755319591723,0.0377692506787248,7.66677042979262,8.08567807737147
2020,15,2020,0.0276426318626561,0.0400206796619965,7.60982936240781,8.03520232747278
2020,16,2020,0.0285087885259713,0.0411506341667537,7.61267351648006,8.03651435523051
2020,17,2020,0.0294173844191605,0.0418546380801371,7.51579505361984,7.95292495950319
2020,18,2020,0.0305615876421185,0.0415001684314826,7.50529683324991,7.95886924308067
2020,19,2020,0.0303472772900121,0.041311382012473,7.47548554601682,7.96589244658544
2020,20,2020,0.0308251907694998,0.0406265054674632,7.36077979907533,7.83766214085466
2020,21,2020,0.0308251907694998,0.0406265054674632,7.3073253009374,7.72372386673161
2020,22,2020,0.0308251907694998,0.0406265054674632,7.32362430858406,7.74141386587884
2020,23,2020,0.0327226845183001,0.0406665007801184,7.31967151036859,7.74276085243166
2020,24,2020,0.0327226845183001,0.0406665007801184,7.3432907069632,7.7707036855026
2020,25,2020,0.0327226845183001,0.0406665007801184,7.37615522895854,7.8073612988098
2022,1,2022,0.0183084299924811,0.019753776793582,8.11706145363632,8.70179743105035
2022,2,2022,0.0183084299924811,0.019753776793582,8.45673072665245,9.04276588183345
2022,3,2022,0.0277393925758023,0.0361019780039534,8.21718411281173,8.80399495232303
2022,4,2022,0.0279084387152042,0.0441624988397832,7.97237790108829,8.52915401868519
2022,5,2022,0.0279084387152042,0.0441624988397832,7.88103433371187,8.39625109024315
2022,6,2022,0.0279084387152042,0.0441624988397832,7.77082184827207,8.25437727262501
2022,7,2022,0.0283404515539363,0.0463674041302579,7.7190380597618,8.11603188626779
2022,8,2022,0.0241836073998442,0.0420675324676478,7.65378765177042,8.07367108325977
2022,9,2022,0.0241836073998442,0.0420675324676478,7.67860654046339,8.10126016674859
2022,10,2022,0.0241836073998442,0.0420675324676478,7.72589020096766,8.13110694050588
2022,11,2022,0.0241836073998442,0.0420675324676478,7.6267737899741,7.99280391442322
2022,12,2022,0.0256074464034157,0.0430655888613024,7.61067997735244,7.98415303789013
2022,13,2022,0.0269416666326991,0.0451102780665099,7.60185026757565,7.96897726236845
2022,14,2022,0.0262341459785131,0.0425725893054291,7.60328916802009,8.02954713867336
2022,15,2022,0.0276983452302603,0.043353266174532,7.5173854682633,7.94641722245686
2022,16,2022,0.0279753552925002,0.0438004101931621,7.48309846081037,7.91360388071718
2022,17,2022,0.0309944221523004,0.0435700484001427,7.48462493183568,7.91326003260318
2022,18,2022,0.0309944221523004,0.0435700484001427,7.42011135709629,7.81155166805907
2022,19,2022,0.0309944221523004,0.0435700484001427,7.47196242742967,7.8617420072264
2022,20,2022,0.0309944221523004,0.0435700484001427,7.49899332148725,7.89434207293862
2022,21,2022,0.0307083238656612,0.0431773075805769,7.46766183448865,7.89802423422698
2022,22,2022,0.0309418265401043,0.0421985258172856,7.46571567829987,7.90112215320611
2022,23,2022,0.0318954122384971,0.0418448120194528,7.45701452892839,7.90793967924169
2022,24,2022,0.0317177967196708,0.0413180040666945,7.47335840497267,7.93174253116897
2022,25,2022,0.032080183142337,0.0406755184273586,7.36714273926341,7.80930668496385
2025,1,2025,0.0371703551591231,0.0524501792143245,8.7219065663736,9.3427800324325
2025,2,2025,0.0371703551591231,0.0524501792143245,8.6976299613597,9.28542975165649
2025,3,2025,0.0277393925758023,0.0361019780039534,8.21718411281173,8.80399495232303
2025,4,2025,0.0279084387152042,0.0441624988397832,7.97237790108829,8.52915401868519
2025,5,2025,0.0279084387152042,0.0441624988397832,7.99586979494775,8.52666902232956
2025,6,2025,0.0279084387152042,0.0441624988397832,7.84841077358439,8.3633328354532
2025,7,2025,0.0279084387152042,0.0441624988397832,7.79920322691776,8.27123834505889
2025,8,2025,0.0283404515539363,0.0463674041302579,7.74687394098314,8.14887001710986
2025,9,2025,0.0241836073998442,0.0420675324676478,7.7092805504557,8.1116947137727
2025,10,2025,0.0241836073998442,0.0420675324676478,7.60579695799635,7.9697054927843
2025,11,2025,0.0241836073998442,0.0420675324676478,7.6267737899741,7.99280391442322
2025,12,2025,0.0241836073998442,0.0420675324676478,7.71734153567682,8.06741661900026
2025,13,2025,0.0256074464034157,0.0430655888613024,7.69460033972553,8.05058500326918
2025,14,2025,0.0306899670244002,0.0428085662339666,7.68650690965,8.03294818291818
2025,15,2025,0.0317802135518801,0.0436573305956399,7.59267605008471,7.96968429908786
2025,16,2025,0.0306136899793605,0.0415630458603317,7.58852726040843,8.02134094363548
2025,17,2025,0.0306136899793605,0.0415630458603317,7.51377416795412,7.9090431162045
2025,18,2025,0.0310470197822651,0.0431445826040738,7.5042290841183,7.89267424820715
2025,19,2025,0.0308819433889779,0.0423080471608014,7.52914938223548,7.92711027060868
2025,20,2025,0.0308474852609508,0.0427677687608042,7.49728557836515,7.89672958775634
2025,21,2025,0.0308474852609508,0.0427677687608042,7.51899578558924,7.9246813219301
2025,22,2025,0.0310631874328131,0.0426577339939231,7.55248494081324,7.95370074791245
2025,23,2025,0.0320797644786505,0.0427771816365994,7.60520379865696,8.04978560322667
2025,24,2025,0.0314616392162575,0.0418924045800586,7.60732849645752,8.05885922348897
2025,25,2025,0.0312178644347812,0.0417027017041394,7.57231365242656,8.0508735865964
2029,1,2029,NA,NA,9.31520557434468,10.072117783404
2029,2,2029,0.0292311794561071,0.0339426927280777,8.92064108806906,9.64297941996774
2029,3,2029,0.0314413964756328,0.0376400047597122,8.77885103195467,9.42120497104471
2029,4,2029,0.0314413964756328,0.0376400047597122,8.59863429740123,9.12387218173801
2029,5,2029,0.0285635594980092,0.0349285117693029,8.48564827375725,8.95864306655338
2029,6,2029,0.0367189423110834,0.0365129914444651,8.34999248269067,8.83018436753222
2029,7,2029,0.0367189423110834,0.0365129914444651,8.15415670632015,8.61379540320987
2029,8,2029,0.0367189423110834,0.0365129914444651,8.18743643786582,8.63909268972782
2029,9,2029,0.0368092248806909,0.0397004289984368,8.08814662764532,8.61454780719564
2029,10,2029,0.0368092248806909,0.0397004289984368,8.0862769038528,8.61818772801975
2029,11,2029,0.0357275517947328,0.0354220606192093,8.05721538966292,8.6406004489041
2029,12,2029,0.0341172304494307,0.03581449709186,8.05509066316154,8.65999348005269
2029,13,2029,0.0321411303923114,0.0338069070545751,7.95904219934499,8.56093739455113
2029,14,2029,0.0321411303923114,0.0338069070545751,7.90659158753737,8.46542517188341
2029,15,2029,0.0329489980425258,0.0355615486182171,7.81080382224102,8.4010217468068
2029,16,2029,0.0329489980425258,0.0355615486182171,7.74406699356109,8.33887377686704
2029,17,2029,0.032478751337674,0.0380337478075395,7.70420192468374,8.2853304207162
2029,18,2029,0.0324784358044485,0.0371027325259054,7.65881154573249,8.23522997080356
2029,19,2029,0.0324784358044485,0.0371027325259054,7.64725557649758,8.22222811740709
2029,20,2029,0.0307146242473057,0.0375031673635964,7.62124828034576,8.18063709385955
2029,21,2029,0.0292214678406236,0.0363323344883583,7.47219814588687,7.98247809150528
2029,22,2029,0.0292214678406236,0.0363323344883583,7.48211687052488,7.93696824768344
2029,23,2029,0.0284950252087866,0.0356735051903741,7.45133722207775,7.91697318525572
2029,24,2029,0.0270991055804332,0.0349531412321633,7.44258188649013,7.91277535584161
2029,25,2029,0.0272306480748517,0.0344871003702224,7.47642218228687,7.91160218692088
2035,1,2035,0.0394119392442417,0.0495986811273516,7.9698395940661,8.62492151323097
2035,2,2035,0.0394119392442417,0.0495986811273516,7.50269247743513,8.14273862008122
2035,3,2035,0.0502985149972728,0.0454325557986513,7.59512429195258,8.29255376545442
2035,4,2035,0.0502985149972728,0.0454325557986513,7.7699188945159,8.52051395225432
2035,5,2035,0.0502985149972728,0.0454325557986513,7.63206251586167,8.23597301275672
2035,6,2035,0.0427194242357254,0.0432407567208849,7.64807697557137,8.27589809426389
2035,7,2035,0.0339286258726637,0.0386475789949658,7.58470559987852,8.19738815251337
2035,8,2035,0.0346460965945969,0.0371257099634362,7.38511213058691,8.03378371842224
2035,9,2035,0.0339498214709399,0.0389088760296691,7.34139883127116,7.93700034383016
2035,10,2035,0.0339498214709399,0.0389088760296691,7.41608350796089,7.97546618690732
2035,11,2035,0.0317153369740174,0.0361724332816565,7.36353421095386,7.92954472562559
2035,12,2035,0.0321192933533148,0.0388231807836688,7.36758183590013,7.92229896930409
2035,13,2035,0.0322998006066596,0.0378931767696823,7.38575439253993,7.95103651142738
2035,14,2035,0.0322998006066596,0.0378931767696823,7.42133028514834,7.93883311362287
2035,15,2035,0.0327868560619062,0.0393488770141465,7.39003162201303,7.95673031323474
2035,16,2035,0.0327868560619062,0.0393488770141465,7.41245587803946,7.97265940174148
2035,17,2035,0.0327868560619062,0.0393488770141465,7.47844197428984,8.03332630545774
2035,18,2035,0.0324636127341061,0.0388574057154127,7.51128506768306,8.06471397525915
2035,19,2035,0.0321121892557642,0.0406429169484155,7.48370317298937,8.02061395649538
2035,20,2035,0.0313964735855337,0.0397861945514976,7.49750296086995,8.03245170326055
2035,21,2035,0.0312707604772902,0.0407287606550825,7.47568803054979,7.94870134921828
2035,22,2035,0.0312707604772902,0.0407287606550825,7.48899929551115,7.91796082177747
2035,23,2035,0.0299396158428336,0.0394989992771097,7.37785387450081,7.80054331811293
2035,24,2035,0.0301716156961046,0.0396138941217496,7.40742338629027,7.82528084663598
2035,25,2035,0.0307210030946574,0.0392718068423662,7.41318745754601,7.84762535990003
2036,1,2036,NA,NA,8.28630873572334,8.74650955686138
2036,2,2036,0.00755623078347872,0.024868045817207,7.82046695578263,8.39829078328386
2036,3,2036,0.00755623078347872,0.024868045817207,7.47139711877539,8.01264236529645
2036,4,2036,0.0129323303879799,0.0223109113053944,7.44161052571065,7.93794986306431
2036,5,2036,0.0129323303879799,0.0223109113053944,7.64069003311285,8.17349464962401
2036,6,2036,0.0217588666734005,0.0314068345793802,7.48259000610118,8.02441561340934
2036,7,2036,0.0256117387948309,0.0366676707381161,7.49448532423865,8.07333273278872
2036,8,2036,0.0256117387948309,0.0366676707381161,7.52126673333172,8.0794832488013
2036,9,2036,0.0327264091859256,0.0375874226844834,7.52768846111486,8.08295985008193
2036,10,2036,0.032350081963714,0.0392936366305421,7.46976731660032,8.01538323108137
2036,11,2036,0.0327210685415264,0.0418771761544295,7.45823364082301,7.99190193689824
2036,12,2036,0.0327210685415264,0.0418771761544295,7.51894758693287,8.02584000452012
2036,13,2036,0.0321617513480867,0.044177971699056,7.48846459173212,7.97994893515214
2036,14,2036,0.0321617513480867,0.044177971699056,7.53549107758823,8.04521510175174
2036,15,2036,0.0316505837219248,0.0435867702397558,7.51453016275958,8.06262023035771
2036,16,2036,0.0314491743567456,0.044526305215948,7.49546334165459,7.96108310093992
2036,17,2036,0.0314491743567456,0.044526305215948,7.51045768707155,7.93786645208152
2036,18,2036,0.0316577820182607,0.0432469269833884,7.51338655312155,7.9489374365072
2036,19,2036,0.0321459651402668,0.0422295358878823,7.39368321729899,7.81861128154652
2036,20,2036,0.0313102371601848,0.0408894768178813,7.39547944720315,7.86903383230407
2036,21,2036,0.0313102371601848,0.0408894768178813,7.44452922870935,7.91894759292209
2036,22,2036,0.0314114088931198,0.0414013621044306,7.42879694330466,7.89027356515403
2036,23,2036,0.0312660602639851,0.0409041174793409,7.44785537764883,7.9168652968623
2036,24,2036,0.0317813815894562,0.0404600107851463,7.47603199256861,7.93943622299083
2036,25,2036,0.0317813815894562,0.0404600107851463,7.40022643662474,7.82394641068276
2043,1,2043,0.0282465309940075,0.0602835405114438,8.01958283559192,8.56814161535022
2043,2,2043,0.0282465309940075,0.0602835405114438,7.70229671737365,8.25621657511073
2043,3,2043,0.0327084430765658,0.0563668598628841,7.83003875167043,8.29240641138548
2043,4,2043,0.0316844587410872,0.0552386132424833,7.67555075973908,8.01996806372808
2043,5,2043,0.0283404515539363,0.0463674041302579,7.61052983030384,7.98572248419491
2043,6,2043,0.0283404515539363,0.0463674041302579,7.75649987958707,8.18155817790166
2043,7,2043,0.029217689527403,0.0467050974701215,7.73963633412736,8.16661828201464
2043,8,2043,0.029217689527403,0.0467050974701215,7.67628105307067,8.03644612527745
2043,9,2043,0.029217689527403,0.0467050974701215,7.67480761760157,8.06267131808082
2043,10,2043,0.0278949915060376,0.0430557092214126,7.67629372100165,8.10949118728342
2043,11,2043,0.0278949915060376,0.0430557092214126,7.64671776746643,8.05476395011879
2043,12,2043,0.0278949915060376,0.0430557092214126,7.65062296073388,8.0625672105568
2043,13,2043,0.0249894542599575,0.0404574715922404,7.6232889706083,8.03652226959561
2043,14,2043,0.0275276807367801,0.0409415377671351,7.6957966177308,8.18741056240028
2043,15,2043,0.0283520482114043,0.0427678572705368,7.67989161050721,8.1646791262197
2043,16,2043,0.0283520482114043,0.0427678572705368,7.60941608761186,8.06480587096559
2043,17,2043,0.0299460460220255,0.0422157248082466,7.61272060544119,8.06744238922424
2043,18,2043,0.0299460460220255,0.0422157248082466,7.65452072297804,8.09638301559347
2043,19,2043,0.0327859591791412,0.0421294253229465,7.64386875671993,8.0805595861386
2043,20,2043,0.0325928330686003,0.0426040320761039,7.60941964865503,8.04740240540247
2043,21,2043,0.0331173796974965,0.0431420820031229,7.53175238776678,7.99578232962534
2043,22,2043,0.0328397939659686,0.0424849827691914,7.56218089878881,8.02151710336367
2043,23,2043,0.0328397939659686,0.0424849827691914,7.57770691280741,8.03194992158586
2043,24,2043,0.0328939152679144,0.0424084717040013,7.60314984193913,8.05239237376122
2043,25,2043,0.0324569475397045,0.0417337053459195,7.55038120006452,8.05421824734228
2045,1,2045,NA,NA,8.68159993123039,9.12721974593751
2045,2,2045,0.0327266414212737,0.0480558708295765,8.19343120435524,8.63985214445082
2045,3,2045,0.0390109537479039,0.046192935910487,8.4592041950628,9.12285657069161
2045,4,2045,0.0390109537479039,0.046192935910487,8.20175533340201,8.85188798343489
2045,5,2045,0.03588613252198,0.0484559972742187,8.01337248536013,8.54148460763946
2045,6,2045,0.0339762321399871,0.0514128830835249,7.83369421106193,8.28921761873097
2045,7,2045,0.031437285991831,0.0460920600623932,7.80457597381213,8.29558871615136
2045,8,2045,0.0305148102626196,0.0436787517144428,7.73558035947696,8.27337974482495
2045,9,2045,0.0324829839847614,0.0427598632763266,7.74018204532751,8.27232509521502
2045,10,2045,0.0318752747971575,0.0379939511745299,7.72713961943663,8.29316287436231
2045,11,2045,0.0318752747971575,0.0379939511745299,7.73539755761623,8.33566597170835
2045,12,2045,0.0318752747971575,0.0379939511745299,7.78070991584571,8.37437744074696
2045,13,2045,0.0324636170595982,0.0396001987345073,7.76564251952972,8.34941003319717
2045,14,2045,0.0310480983528868,0.037615556540415,7.71378456368429,8.29871580657276
2045,15,2045,0.0308116098180478,0.0347578495643287,7.70925220186929,8.2961209967628
2045,16,2045,0.0308116098180478,0.0347578495643287,7.73385005856172,8.32867731301887
2045,17,2045,0.0308116098180478,0.0347578495643287,7.72466371323908,8.302835423974
2045,18,2045,0.0308116098180478,0.0347578495643287,7.70125726000308,8.30269805027722
2045,19,2045,0.0288736615651667,0.0339336992520686,7.67845653519677,8.28056619968047
2045,20,2045,0.0288736615651667,0.0339336992520686,7.65029433003566,8.24971319020942
2045,21,2045,0.0293408405223385,0.0357371387940445,7.63852575542724,8.23980303277005
2045,22,2045,0.0293408405223385,0.0357371387940445,7.66595892730065,8.26867549346642
2045,23,2045,0.0294213837602188,0.0366005364773865,7.63632341181075,8.2150681387622
2045,24,2045,0.0294213837602188,0.0366005364773865,7.5809685124047,8.15284296381173
2045,25,2045,0.0294213837602188,0.0366005364773865,7.60443450943809,8.16340028056459
2047,1,2047,0.0296364900701323,0.0529821200016812,8.01482244181439,8.47491178806395
2047,2,2047,0.0296364900701323,0.0529821200016812,7.76252850915355,8.16892406431998
2047,3,2047,0.0311815657457028,0.0505189954156287,7.80506031574179,8.19682766424391
2047,4,2047,0.0302032208284712,0.0537738437809005,7.60270947353837,7.976941401001
2047,5,2047,0.0279727909711545,0.046532574830142,7.68730898406339,8.17874255605079
2047,6,2047,0.0260399187754199,0.0411768152228298,7.6180126561542,8.125301347642
2047,7,2047,0.0260399187754199,0.0411768152228298,7.58007711077831,7.98583009362573
2047,8,2047,0.0278949915060376,0.0430557092214126,7.60283292741585,8.00087457608926
