"stateroute","dir25","env","climateTrend","trendPval","country","class","deltaCover"
25014,0.80540317341637,"tmin",0.0238429712666251,0.136599892014964,"US",6,0.162860715178795
25015,0.772282934643812,"tmin",0.011006371594448,0.589049001851257,"US",4,-0.119595246747868
25018,0.815699396854296,"tmin",0.037998970922098,0.00666824893446571,"US",4,-0.093430317940479
25019,0.756389903555471,"tmin",0.0306200219514582,0.0584289924014371,"US",3,-0.104268950429969
25024,0.874683897908645,"tmin",0.0143598658645924,0.353574813646602,"US",7,-0.232102424350245
25027,0.873707113413515,"tmin",0.029655726499037,0.048857436520422,"US",7,-0.41386101133321
25030,0.796983477291326,"tmin",0.0245785485588103,0.102079552888377,"US",7,-0.298166571125652
27006,0.844264603898278,"tmin",0.0195366930647689,0.270054344070684,"US",8,0.096829904150877
27007,0.781290543120848,"tmin",0.0184147864504103,0.315025730968639,"US",8,0.115303841619179
27010,0.806903454422445,"tmin",0.0339426927280777,0.0555243831930282,"US",4,-0.049587978671837
27024,0.779791260510436,"tmin",0.0266327627291854,0.192760881630942,"US",4,-0.169262598288584
27033,0.793182087646993,"tmin",0.0413373167913465,0.0342233592872803,"US",4,-0.0896309314587
27036,0.796715096121327,"tmin",0.0342376393146533,0.115646405627569,"US",4,-0.159303824044712
27038,0.769541237888687,"tmin",0.0399074266394799,0.0398763334044279,"US",4,-0.230279551960222
33010,0.741381744464279,"tmin",0.0124421175955503,0.552639914212768,"US",5,0.121528707724325
33014,0.742924467640894,"tmin",0.0275058354278922,0.195366050024213,"US",5,0.068307587427593
34002,0.78776519339862,"tmin",0.0521442548182222,0.0432345136225656,"US",2,0.0426992486823153
34003,0.839326883389221,"tmin",0.0505412727227055,0.0595592313780737,"US",2,0.0576693134788515
34006,0.842796650170968,"tmin",0.0634520612637677,0.051244293145595,"US",4,-0.0466527701352878
34008,0.757241791015127,"tmin",0.0352372366423445,0.118635665381262,"US",6,-0.055250198297117
34009,0.78476858077146,"tmin",0.0689513570950587,0.00837601468443484,"US",6,-0.062219612065449
34010,0.762629620237142,"tmin",0.0512549873284203,0.0502629962721965,"US",6,-0.089486436214632
34012,0.804023879797273,"tmin",0.0496317778370957,0.0702754151893261,"US",2,0.0705970555038351
34013,0.805048787972346,"tmin",0.0579700501875183,0.0310999492676823,"US",6,-0.054837107128164
34014,0.812254143220758,"tmin",0.0573508618493487,0.0415038171676015,"US",2,0.394365400093903
34015,0.78948477432679,"tmin",0.0538491282465781,0.0433376126041089,"US",2,0.0499133178252983
34016,0.80233383482175,"tmin",0.0527629023943198,0.0532083809375112,"US",6,-0.064853079751427
34017,0.787105934197407,"tmin",0.0472232868366057,0.0751208499710219,"US",2,0.120217985661643
34019,0.839205599792621,"tmin",0.0281073075811481,0.199365201739768,"US",4,-0.033968205774965
34020,0.806477288394625,"tmin",0.0349455136418501,0.105281270139737,"US",4,-0.04503272793104
34021,0.805387420120185,"tmin",0.0487252924611167,0.0343878589994689,"US",6,-0.079093249062397
34022,0.759112484518845,"tmin",0.0260512406079002,0.238228139945559,"US",4,-0.035374352686854
34023,0.809676484853132,"tmin",0.0581162265361158,0.0147542935917936,"US",6,-0.070994219514247
34024,0.753432661441385,"tmin",0.0264778589879767,0.241319843042531,"US",2,0.0413821252755631
34026,0.810049704561844,"tmin",0.0598763526381162,0.0151781414780474,"US",6,-0.057517767402771
34029,0.826805866111549,"tmin",0.0484735977638018,0.0516875335457735,"US",6,-0.064324759174075
34036,0.826829832566628,"tmin",0.0479468198390803,0.036194328668979,"US",6,-0.076075350742404
34037,0.748543849599259,"tmin",0.0475600270426249,0.0358559948730531,"US",6,-0.08994246061677
34040,0.831571430401384,"tmin",0.0532297985563381,0.0202612850406863,"US",6,-0.111377977590441
34042,0.821967748014983,"tmin",0.0445128128940382,0.0435047078790853,"US",6,-0.05276775273784
34043,0.798105034147536,"tmin",0.0549355235795646,0.0156752865680569,"US",6,-0.067326123833757
34046,0.729580931020414,"tmin",0.0366704158900626,0.0970688330174995,"US",6,-0.072495991803159
34049,0.827705441612887,"tmin",0.0499234238763642,0.0325639816680035,"US",6,-0.134424404751552
34050,0.759598006676083,"tmin",0.0440295143819214,0.0534378884923046,"US",6,-0.091812803786824
34052,0.826372463067263,"tmin",0.0404076629182733,0.056127409502555,"US",6,-0.106036546295761
34053,0.817781988261161,"tmin",0.0467572268485308,0.0314044093446874,"US",6,-0.057356824118744
34056,0.807765972532237,"tmin",0.0457064619426743,0.0495369923364283,"US",2,0.0427744691844159
34059,0.779324596928398,"tmin",0.0522317863568952,0.0282307181676883,"US",6,-0.100782985795786
34060,0.735695415279689,"tmin",0.0532087982924432,0.0312738596665269,"US",6,-0.084818699373376
34061,0.786092246650183,"tmin",0.0415100027385514,0.0808815401399292,"US",6,-0.097774802831319
34062,0.700796185009708,"tmin",0.0488268600272714,0.0431250778549128,"US",6,-0.065307462297124
34063,0.771084493923027,"tmin",0.0380551689840044,0.095920367074033,"US",6,-0.055510041173011
35002,0.820004852935653,"tmin",0.0369001337790011,0.138891510300593,"US",2,0.0594804389360702
35009,0.778392614535837,"tmin",0.0435600804206235,0.0713437324272361,"US",6,-0.18398150793688
35010,0.789903368888134,"tmin",0.0377288273143381,0.123011621157957,"US",2,0.0429607192343634
35020,0.770429601287619,"tmin",0.0392762699191283,0.0892868170006309,"US",6,-0.0658190126948369
35026,0.762673486302916,"tmin",0.0470044780861035,0.0413466520036571,"US",6,-0.211873350358667
35029,0.830235765299726,"tmin",0.0538621737347334,0.019589914885883,"US",6,-0.110550505657221
36001,0.790385811155541,"tmin",0.0180705404969361,0.39955721665549,"US",6,0.0412700166593
36002,0.750414841557283,"tmin",0.019214417560828,0.370173077135911,"US",6,0.057863118151403
36003,0.784818407132997,"tmin",0.027244582888899,0.239239736521717,"US",7,-0.0831522145642998
36006,0.798119765907737,"tmin",0.0413873156076167,0.0665538951211549,"US",4,-0.0303721641600816
36007,0.780507975122895,"tmin",0.0206153479757458,0.357952634318058,"US",2,0.0340271286183653
36009,0.789681020902317,"tmin",0.017923853985325,0.403182186724141,"US",7,-0.0428909962156781
36010,0.832617169634203,"tmin",0.0154836003215453,0.470260171869452,"US",6,-0.037820343108583
36011,0.794298707183935,"tmin",0.0457809734290001,0.0405422775950734,"US",7,-0.0663617178112346
36013,0.809416790833338,"tmin",0.0286571592591973,0.200448529059961,"US",2,0.0306182353712539
36014,0.764180023145324,"tmin",0.0296113556845305,0.184933346453467,"US",2,0.030491647966086
36015,0.783053381221722,"tmin",0.0244726167667037,0.279984050854429,"US",2,0.0359022564174765
36017,0.774678738965895,"tmin",0.043055989038538,0.0604588036806625,"US",4,-0.063391976585118
36022,0.827723336751669,"tmin",0.0239618866085561,0.281852701175535,"US",2,0.0260316750255929
36024,0.83412739510976,"tmin",0.0192742709494791,0.365103850521337,"US",2,0.0375333505107511
36025,0.816092898233358,"tmin",0.025515116580866,0.251862483430502,"US",7,-0.0319746804923833
36030,0.72950046771944,"tmin",0.0365129762753107,0.128861099028076,"US",7,-0.0675760504578471
36033,0.854125499968603,"tmin",0.0499336363326064,0.0486741716533622,"US",2,0.040749670465353
38001,0.78073985669987,"tmin",0.0526575197463006,0.0315162612297225,"US",2,0.0378041872303442
38002,0.776813968856662,"tmin",0.0484879599102685,0.042623078317185,"US",7,-0.0712989712008902
38003,0.818941543903666,"tmin",0.0475907181382866,0.0439506124303437,"US",7,-0.123785722438828
38004,0.84504329149063,"tmin",0.0358713415952815,0.0962491547751217,"US",6,-0.09858912210916
38006,0.841000762268412,"tmin",0.036304414234916,0.121915807549428,"US",7,-0.048045077640878
38007,0.85112240326373,"tmin",0.0334808212534348,0.1732733150905,"US",7,-0.093875408166918
38008,0.794107911638742,"tmin",0.0237263588634802,0.245996008066199,"US",7,-0.164572052670441
38011,0.78420520255654,"tmin",0.0413320667294814,0.0615112649324463,"US",6,-0.041954387819879
38012,0.841118951140854,"tmin",0.0421428024881278,0.027284191433816,"US",7,-0.329525306663595
38013,0.795516329045102,"tmin",0.0369786430300658,0.0954031400578493,"US",2,0.219007840049299
38016,0.791731884667628,"tmin",0.044546847899372,0.0525354596050492,"US",6,-0.092950484601906
38017,0.788999892736196,"tmin",0.0455036834751686,0.0354686373785736,"US",2,0.0318289959658527
38019,0.785710746214046,"tmin",0.0400869371075916,0.0717921515190508,"US",6,-0.0745213103571339
38020,0.838561242721316,"tmin",0.0283516644756058,0.177597435198312,"US",7,-0.157839058038839
38025,0.83313931961582,"tmin",0.0406781700977547,0.0458345733607129,"US",7,-0.08530756052112
38026,0.813907843515855,"tmin",0.0413717846130671,0.0721160983224696,"US",7,-0.0957736809965316
38028,0.790668997430878,"tmin",0.0246943300288179,0.29449338908645,"US",6,-0.165344255946856
38029,0.800126755535438,"tmin",0.0203387444603866,0.378207868253756,"US",6,-0.077016909419664
38031,0.811338239696707,"tmin",0.0316135867956631,0.155224195714754,"US",2,0.0391396730742382
38032,0.793555097699575,"tmin",0.0386309767101171,0.0781864091754986,"US",2,0.0280180081978846
38036,0.769566256154536,"tmin",0.0487847989635567,0.0126438397313192,"US",7,-0.131882138154796
39002,0.753149701969917,"tmin",0.0516512782691152,0.0212909161931938,"US",6,-0.092115828612226
39021,0.749219974392268,"tmin",0.041501043878239,0.0469873596729726,"US",4,-0.089414247849091
39029,0.785067555790487,"tmin",0.0539525884109024,0.0189338740920501,"US",2,0.0281843053806401
39039,0.850038715961107,"tmin",0.0490930792292683,0.0204576114439594,"US",4,-0.0791996756148711
39040,0.752064822048392,"tmin",0.0512815913061761,0.0177336358061718,"US",4,-0.0904838435443
39041,0.815389474581643,"tmin",0.0592596194732676,0.00617146502142258,"US",4,-0.0782855539971949
39044,0.759785837533636,"tmin",0.0618842518834905,0.00496205747738505,"US",4,-0.105518521733056
42009,0.802862804507021,"tmin",0.0536911481083977,0.00515576666452025,"US",4,-0.3518263305197
42015,0.89091350611403,"tmin",0.0193189452378072,0.183551134665791,"US",4,-0.0756033482480681
42016,0.765437472033898,"tmin",0.0370443820276743,0.0181547597249732,"US",6,-0.176594124251109
42026,0.793794572267798,"tmin",0.0390572805877773,0.0563281064236848,"US",4,-0.205409956108234
42027,0.848851493463353,"tmin",0.0462108772102438,0.0313434514410683,"US",4,-0.215171933176467
44003,0.829120674420751,"tmin",0.0702346752020733,0.00128543178891854,"US",4,-0.137265405974893
44019,0.808945580697848,"tmin",0.0658258655685952,0.00859048175517597,"US",4,-0.157919441178918
45002,0.851775581228675,"tmin",0.0473592086905796,0.295375771259014,"Canada",21,0.0055121438189878
45009,0.767551493033759,"tmin",-0.0190132980675129,0.638067005802358,"Canada",61,-0.0083052147239264
45011,0.811952883341118,"tmin",-0.0183020314163009,0.656074380034124,"Canada",21,0.00028190544256176
45013,0.770611515957079,"tmin",0.0294362576673176,0.504875273178177,"Canada",21,0.0082335196522047
45018,0.86125535826854,"tmin",-0.00729344124852165,0.852929088723589,"Canada",61,-0.0028454718777684
45022,0.774040461546797,"tmin",-0.0214651304087293,0.648813690060382,"Canada",74,-0.030198294006868
45024,0.758219052821657,"tmin",-0.00338272692038281,0.931245737463256,"Canada",51,0.00663173337119199
45030,0.84066609996831,"tmin",0.01396407476501,0.695332037056586,"Canada",51,0.000986292209963047
46001,0.771608743897915,"tmin",0.0440365416353852,0.0519387917238619,"US",2,0.059877688449117
46003,0.791084440869289,"tmin",0.0497846396361071,0.0315670773429832,"US",4,-0.073773714512966
46006,0.736482747439874,"tmin",0.0716097458643194,0.00214191832765366,"US",6,-0.157318349333455
46013,0.777362864205658,"tmin",0.0859906844285376,0.00032885562616638,"US",6,-0.195161911871275
46014,0.819939016748571,"tmin",0.0798931590302359,0.000674429879122377,"US",6,-0.191625361093097
46015,0.803733718812729,"tmin",0.0656119187390765,0.00472442584120483,"US",6,-0.168683472358414
46030,0.756993040529771,"tmin",0.0876029026193258,0.00043922487001142,"US",4,-0.0642701705664129
46032,0.827553310248188,"tmin",0.0651525617978593,0.00357878393689756,"US",2,0.105519422824039
46033,0.821323257801158,"tmin",0.0630532308623599,0.00449449039773849,"US",2,0.10522356399008
46035,0.789660755702468,"tmin",0.0918659928662702,0.000212842229733555,"US",4,-0.069324094069194
46036,0.801475254457655,"tmin",0.0916366468183393,0.000225324434509033,"US",8,0.0671126958054569
46037,0.799282554025011,"tmin",0.0928881349642047,0.0002012353305228,"US",8,0.061052140440919
46038,0.735164270261725,"tmin",0.0966778245495114,7.83232337969052e-05,"US",4,-0.095749734963291
46039,0.797386211916588,"tmin",0.0962576472572101,7.797662810344e-05,"US",4,-0.119530193269846
46040,0.772553898970139,"tmin",0.103795103383026,5.55238840281858e-05,"US",4,-0.109003191195316
46041,0.799310536564389,"tmin",0.0818358699121987,0.000889068796121861,"US",4,-0.119458955303701
46044,0.797909538507166,"tmin",0.0896061887029606,0.000217433416068949,"US",4,-0.082985002240005
46046,0.796326797574415,"tmin",0.0819089485250961,0.000615822042412537,"US",4,-0.163699909348071
46047,0.734452398732053,"tmin",0.0765071619675505,0.00118240410542161,"US",8,0.278566336705138
47001,0.837182540222048,"tmin",0.0456214282523456,0.0216438737916041,"US",4,-0.033664619425529
47006,0.81898746914018,"tmin",0.0282604553402468,0.230169897504403,"US",4,-0.183394598255168
47007,0.782314288118271,"tmin",0.0332000385618211,0.0785760640610571,"US",4,-0.160713024750203
47014,0.758377814566181,"tmin",0.0691470997375554,0.00210759258709638,"US",6,-0.0536942523993626
47017,0.787967093193497,"tmin",0.095129907703828,0.000205655461182942,"US",4,-0.029418034534215
47019,0.767043744777116,"tmin",0.0746348969637482,0.000905751777984112,"US",2,0.0203563352320865
49017,0.780643573022047,"tmin",0.0638739232302929,0.0530317298759017,"US",4,-0.111050097965271
49018,0.798185268033938,"tmin",0.0481041238535685,0.115755410601962,"US",4,-0.092623121115768
49021,0.793314203954229,"tmin",0.0519545993958779,0.0601090156947755,"US",8,0.175667745342969
49022,0.769705972337676,"tmin",0.0297948722589354,0.294713549883955,"US",2,0.081108874910885
49025,0.790436947968197,"tmin",0.00799763191557949,0.780406927330773,"US",4,-0.089913209243505
49032,0.78148161592316,"tmin",0.0665578899775307,0.0164678185001248,"US",6,-0.119136896500182
49035,0.807329061755581,"tmin",0.0705705333616891,0.0112842570454468,"US",6,-0.121987234349705
49039,0.765251101832158,"tmin",0.0468360776167656,0.0751321453355009,"US",6,-0.103065597187123
49041,0.819274090494469,"tmin",0.0154995980272405,0.62497687860097,"US",8,0.142672238679212
49045,0.741995193459903,"tmin",0.045826100501263,0.101160395002055,"US",4,-0.09372929749591
49063,0.820525240882742,"tmin",0.0330680651530965,0.186636703338621,"US",6,-0.149094314846285
49073,0.827095342434292,"tmin",0.0343365156151184,0.183768822556456,"US",6,-0.170889158822971
50001,0.759119066749403,"tmin",0.056935136563839,0.0259803101724208,"US",6,-0.088503726207661
50003,0.833324196015607,"tmin",0.0474693830776823,0.0596322222263714,"US",2,0.0267741248847022
50004,0.848807211834892,"tmin",0.0360190158457992,0.140688096764223,"US",2,0.0277667497261829
50008,0.843825840080872,"tmin",0.0419137779928054,0.0976219263192806,"US",2,0.178520206908754
50009,0.764411154618374,"tmin",0.0308208800747866,0.224304306236189,"US",2,0.079840764587202
50010,0.848264330707109,"tmin",0.032028446894788,0.206356213845848,"US",2,0.0345035842764488
50015,0.791978435864968,"tmin",0.05311204713229,0.0459149029236637,"US",2,0.0506892054532569
50016,0.780533696079473,"tmin",0.0383802884149657,0.138123214855777,"US",2,0.136333326774537
50017,0.76766969362413,"tmin",0.027277133164835,0.283523925647328,"US",8,-0.0675116475446685
50022,0.804593443801556,"tmin",0.0308802119558982,0.268399070150875,"US",8,0.099915407185489
50027,0.778047646342299,"tmin",0.0298963130373483,0.287135592448982,"US",6,-0.080327376615578
50028,0.767352663762973,"tmin",0.0251282668366507,0.397522613740451,"US",6,-0.128521185244241
50031,0.829496641740617,"tmin",0.0644211857624543,0.0372829546060284,"US",4,-0.060339538992589
50032,0.771306597734441,"tmin",0.037353741970794,0.18526103897978,"US",4,-0.147080579688998
50035,0.807606147457403,"tmin",0.0151195660161711,0.598819646131863,"US",8,0.192605215832987
50037,0.800794361214743,"tmin",0.0115497550375256,0.691413695392061,"US",8,0.128859026719113
50042,0.745386571050197,"tmin",0.0456981536540914,0.141626925628901,"US",6,-0.07461484282861
50043,0.813640786821521,"tmin",0.0453223822615513,0.112951215265071,"US",6,-0.040103650606886
51028,0.935302241529065,"tmin",0.0573784132977533,0.00227198111705452,"US",4,-0.275441884793933
52004,0.76465113219445,"tmin",0.0542475140882881,0.0209121915104264,"US",6,-0.03614588714165
52006,0.769653888985352,"tmin",0.0621855337061174,0.0129583949439726,"US",6,-0.058057393734805
52007,0.799564079612552,"tmin",0.0540359493088488,0.0238540668758169,"US",6,-0.0910926177336601
52008,0.759371733117901,"tmin",0.0595978462934995,0.0187022627708382,"US",4,-0.042005953405988
52010,0.79292658989429,"tmin",0.0348053668552866,0.128055510049987,"US",4,-0.06683048620782
52011,0.779979256991599,"tmin",0.0648639546740715,0.00696480046913908,"US",4,-0.059782904231067
52021,0.787271885128559,"tmin",0.0574178528312851,0.0181506892174053,"US",6,-0.068988815703991
52027,0.808860006046752,"tmin",0.0330324719012108,0.121366546709427,"US",7,-0.0413490149307378
52028,0.72142372620951,"tmin",0.0393001026318065,0.071797674050416,"US",6,-0.0615617598270209
52032,0.767492744305214,"tmin",0.0529878574485995,0.0278903455290427,"US",7,-0.0384542729251366
52034,0.765877350983119,"tmin",0.0213217894369156,0.299211104704013,"US",4,0.086026870112872
52035,0.764379266381097,"tmin",0.0553723090059876,0.0152577243576386,"US",7,-0.0563797651463581
53010,0.780800535031949,"tmin",0.0207519828194271,0.395628145898078,"US",6,-0.082601240276642
53014,0.79832593791469,"tmin",-0.0188937816048757,0.290534313316496,"US",7,-0.045254298226995
53015,0.800980561189762,"tmin",0.0402759211648814,0.0573798309241155,"US",4,-0.17611079319763
53018,0.814932462035301,"tmin",0.0386500690900364,0.062412181763234,"US",5,0.28306325370429
53023,0.875712685021441,"tmin",0.0240476626893444,0.309463971512975,"US",6,-0.201639327253297
53024,0.805527781425426,"tmin",0.0375365761740554,0.0935286287230443,"US",5,0.157191573395862
53025,0.803726575455271,"tmin",0.0668474478558883,0.0112202942522624,"US",4,-0.113119005002524
53026,0.807465882848924,"tmin",0.0840560878560976,0.000473716133077752,"US",5,0.023851062609039
53027,0.785041620930092,"tmin",0.0552930767066328,0.0129838809156736,"US",7,-0.074148042549501
53039,0.7534168429145,"tmin",0.0911090809382822,0.000101172506239627,"US",7,-0.231883496333765
53041,0.783019062026594,"tmin",0.00981578882822449,0.612250268734055,"US",5,0.318982089857256
53044,0.765453501871653,"tmin",0.0224491764205181,0.303152757646298,"US",5,0.176354381516453
53046,0.812068380004135,"tmin",0.0753901880318706,0.00371086751617692,"US",7,-0.398517338208289
54001,0.777251584806974,"tmin",0.0427566906141362,0.0812124049321022,"US",6,-0.0821081057910751
